"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"103","Boston College","fbs","ACC",2015,3122790,"Darius Wade",11,1,10,11,-0.744474461846177,-0.0676794965314706,-0.744474461846177,47,4.27272727272727,47,0.363636363636364,4,11,0.363636363636364,0,0,0,0,0,0,11,47,4.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2015,3122796,"Troy Flutie",40,6,10,6.66666666666667,4.05084103735956,0.101271025933989,0.675140172893261,299,7.475,49.8333333333333,0.35,17,40,0.425,2,0,0,0,0.0830555555555555,0.0311458333333333,40,299,7.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2015,3122817,"Thadd Smith",1,1,10,1,5.23751978420642,5.23751978420642,5.23751978420642,3,3,3,1,1,1,1,1,0,0,0,0.00375,0.00375,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2015,3915286,"John Fadule",68,3,10,22.6666666666667,-7.50885907506672,-0.110424398162746,-2.50295302502224,461,6.77941176470588,153.666666666667,0.382352941176471,37,68,0.544117647058823,0,0,0,0,0,0,68,461,6.77941176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2015,3929118,"Jeff Smith",77,8,10,9.625,-36.5067671434091,-0.474113859005314,-4.56334589292614,235,3.05194805194805,29.375,0.181818181818182,25,77,0.324675324675325,2,0,0,0,0.0489583333333333,0.0146875,77,235,3.05194805194805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"113","Massachusetts","fbs","Mid-American",2015,518271,"Blake Frohnapfel",457,12,12,38.0833333333333,14.6954599147499,0.0321563674283369,1.2246216595625,2851,6.23851203501094,237.583333333333,0.385120350109409,263,457,0.575492341356674,13,0,0,0,0.551532738095238,0.308858333333333,457,2851,6.23851203501094,104,106,106,101,83,20,99,37,20,99,36,43,"G5"
"113","Massachusetts","fbs","Mid-American",2015,520781,"Marken Michel",1,1,12,1,4.26848199631029,4.26848199631029,4.26848199631029,21,21,21,1,1,1,1,1,0,0,0,0.02625,0.02625,1,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","Mid-American",2015,537063,"Tajae Sharpe",1,1,12,1,3.96892174084577,3.96892174084577,3.96892174084577,23,23,23,1,1,1,1,1,0,0,0,0.02875,0.02875,1,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","Mid-American",2015,552837,"Shakur Nesmith",1,1,12,1,2.26152253548603,2.26152253548603,2.26152253548603,15,15,15,1,1,1,1,1,0,0,0,0.01875,0.01875,1,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","Mid-American",2015,3125927,"Ross Comis",20,3,12,6.66666666666667,7.80081238012199,0.3900406190061,2.600270793374,146,7.3,48.6666666666667,0.4,14,20,0.7,1,0,0,0,0.0608333333333333,0.0304166666666667,20,146,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","Mid-American",2015,3145151,"Dan Jonah",1,1,12,1,5.13542278129572,5.13542278129572,5.13542278129572,25,25,25,1,1,1,1,1,0,0,0,0.03125,0.03125,1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
