"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"103","Boston College","fbs","ACC",2017,3122790,"Darius Wade",74,7,12,10.5714285714286,16.3649834485435,0.221148424980317,2.33785477836335,524,7.08108108108108,74.8571428571429,0.418918918918919,46,74,0.621621621621622,2,0,0,0,0.124761904761905,0.0415873015873016,74,524,7.08108108108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2017,3122799,"Jon Hilliman",2,2,12,1,-0.886431187081099,-0.44321559354055,-0.44321559354055,3,1.5,1.5,0.5,1,2,0.5,1,0,0,0,0.001875,0.00125,2,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2017,3929118,"Jeff Smith",4,4,12,1,4.44390797251472,1.11097699312868,1.11097699312868,59,14.75,14.75,0.5,2,4,0.5,2,0,0,0,0.0245833333333333,0.0122916666666667,4,59,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2017,4035312,"Anthony Brown",248,10,12,24.8,-8.42436156249176,-0.0339691998487571,-0.842436156249176,1362,5.49193548387097,136.2,0.326612903225806,133,248,0.536290322580645,10,0,0,0,0.309545454545455,0.17025,248,1362,5.49193548387097,121,121,121,123,115,100.5,121,115.5,100.5,121,107,103,"P5"
"103","Boston College","fbs","ACC",2017,4239941,"Travis Levy",1,1,12,1,-0.897944338473998,-0.897944338473998,-0.897944338473998,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"113","Massachusetts","fbs","FBS Independents",2017,3116772,"Andrew Ford",309,10,11,30.9,108.150194777344,0.350000630347393,10.8150194777344,2547,8.24271844660194,254.7,0.501618122977346,201,309,0.650485436893204,17,0,0,0,0.601375,0.400916666666667,309,2547,8.24271844660194,25,22,22,17,24,34,25,31,34,25,26,26,"G5"
"113","Massachusetts","fbs","FBS Independents",2017,3125927,"Ross Comis",85,9,11,9.44444444444444,13.6093656031827,0.160110183566855,1.51215173368696,639,7.51764705882353,71,0.435294117647059,48,85,0.564705882352941,4,0,0,0,0.142,0.0546153846153846,85,639,7.51764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2017,3125956,"Randall West",2,1,11,2,-1.12665126316012,-0.56332563158006,-1.12665126316012,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2017,3914324,"Marquis Young",1,1,11,1,5.9141916619883,5.9141916619883,5.9141916619883,19,19,19,1,1,1,1,1,0,0,0,0.02375,0.02375,1,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"12","Arizona","fbs","Pac-12",2017,480233,"Donavan Tate",1,1,11,1,0.595774950316194,0.595774950316194,0.595774950316194,10,10,10,1,1,1,1,0,0,0,0,0,0,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
